Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
動詞基本形＋まい,表示「不會～吧」「應該不會～」，用於推測否定或強烈否定意志。<br><br>🧠 文法解析：<br><ul><li><div><b> 明日[あした]、</b></div><ul><li><div><b> 明日</b>：明天。</div></li></ul></li><li><div><b> 雪[ゆき]は</b></div><ul><li><div><b> 雪[ゆき]</b>：名詞。</div></li></ul></li><li><div><b> 降[ふ]るまい。</b></div><ul><li><div><b> 降[ふ]る</b>：動詞，「下（雨/雪）」。</div></li><li><div><b>まい</b>：表示否定推測（不會...吧）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  降[ふ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 降[ふ]る</td><td>下</td></tr><tr><td>否定</td><td> 降[ふ]らない</td><td>不下</td></tr><tr><td>過去</td><td> 降[ふ]った</td><td>下了</td></tr><tr><td>過去否定</td><td> 降[ふ]らなかった</td><td>沒下過</td></tr><tr><td>て形</td><td> 降[ふ]って</td><td>下（後）</td></tr><tr><td>意向形</td><td> 降[ふ]ろう</td><td>下吧</td></tr></tbody></table>,明日[あした]、 雪[ゆき]は 降[ふ]るまい。,明天不會下雪吧。<br><br>🧾 單字速記：<br><ul><li><b> 雪[ゆき]</b>：雪</li><li><b> 降[ふ]る</b>：下</li><li><b> まい</b>：不會...吧</li></ul>,「〜まい」是古風的否定意志或推測助動詞，相當於「〜ないだろう」「〜ないつもりだ」。<br><br>📝 語感補充：<br><ul><li><b>書面與莊重</b>：這是較為正式且古雅的說法，現代日語中常用於小說、演講或需要展現決心的場合。</li><li><b>使用場景</b>：天氣預報（較正式）、自我決心的宣告、對未來情況的冷靜推測。</li></ul>,❌ 語氣錯：「〜ないでしょう」雖近義但語感較柔和。
動詞基本形＋まい,表示「大概不會～吧」，用於他人行為的推測。<br><br>🧠 文法解析：<br><ul><li><div><b> 太郎[たろう]さんは</b></div><ul><li><div><b> 太郎[たろう]さん</b>：人名。</div></li></ul></li><li><div><b> 今度[こんど]の 旅行[りょこう]には</b></div><ul><li><div><b> 今度[こんど]</b>：這次。</div></li><li><div><b> 旅行[りょこう]</b>：旅行。</div></li></ul></li><li><div><b> 參加[さんか] するまい。</b></div><ul><li><div><b> 參加[さんか] する</b>：動詞，「參加」。</div></li><li><div><b>まい</b>：否定推測。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  參加[さんか] する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 參加[さんか] する</td><td>參加</td></tr><tr><td>否定</td><td> 參加[さんか] しない</td><td>不參加</td></tr><tr><td>過去</td><td> 參加[さんか] した</td><td>參加了</td></tr><tr><td>過去否定</td><td> 參加[さんか] しなかった</td><td>沒參加過</td></tr><tr><td>て形</td><td> 參加[さんか] して</td><td>參加（後）</td></tr><tr><td>意向形</td><td> 參加[さんか] しよう</td><td>參加吧</td></tr></table>,太郎[たろう]さんは 今度[こんど]の 旅行[りょこう]には 參加[さんか]するまい。,太郎先生這次的旅行應該不會參加。<br><br>🧾 單字速記：<br><ul><li><b> 旅行[りょこう]</b>：旅行</li><li><b> 參加[さんか]する</b>：參加</li></ul>,「〜まい」語氣正式，常用於敘述、書面語，主觀推測他人行動。<br><br>📝 語感補充：<br><ul><li><b>冷靜的判斷</b>：使用「まい」來推測他人行為時，帶有一種基於事實或性格所做出的冷靜、斷定的氛圍。</li><li><b>使用場景</b>：觀察筆記、人物分析、對未來發展的正式預測。</li></ul>,❌ 混用：「〜と思う」口語太輕，不具正式文調。
動詞基本形＋まい,表示「絕對不會再～」，強烈否定意志。<br><br>🧠 文法解析：<br><ul><li><div><b> 事故[じこ]の あと、</b></div><ul><li><div><b> 事故[じこ]</b>：事故。</div></li></li><li><div><b> あと</b>：之後。</div></li></ul></li><li><div><b> もう 二度[にど]と</b></div><ul><li><div><b> もう</b>：已經、再。</div></li><li><div><b> 二度[にど]と</b>：絕不再。</div></li></ul></li><li><div><b> 車[くるま]には</b></div><ul><li><div><b> 車[くるま]</b>：車。</div></li></ul></li><li><div><b> 乗[の]るまい。</b></div><ul><li><div><b> 乗[の]る</b>：動詞，「搭乘」。</div></li><li><div><b>まい</b>：否定意志（絕不）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  乗[の]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 乗[の]る</td><td>搭乘</td></tr><tr><td>否定</td><td> 乗[の]らない</td><td>不搭乘</td></tr><tr><td>過去</td><td> 乗[の]った</td><td>搭乘了</td></tr><tr><td>過去否定</td><td> 乗[の]らなかった</td><td>沒搭乘過</td></tr><tr><td>て形</td><td> 乗[の]って</td><td>搭乘（後）</td></tr><tr><td>意向形</td><td> 乗[の]ろう</td><td>搭乘吧</td></tr></tbody></table>,事故[じこ]の あと、 もう 二度[にど]と 車[くるま]には 乗[の]るまい。,事故之後，我絕對不會再開車了。<br><br>🧾 單字速記：<br><ul><li><b> 事故[じこ]</b>：事故</li><li><b> 二度[にど]と</b>：絕不再</li><li><b> 乗[の]る</b>：搭乘</li></ul>,「〜まい」用於表明決心或戒斷意志，語氣強烈、堅定。<br><br>📝 語感補充：<br><ul><li><b>發誓與決心</b>：這是表達「我絕不再犯同樣錯誤」或「我絕不再做某事」時最強而有力的句型。</li><li><b>使用場景</b>：反省大會、個人戒除惡習的宣誓、遭遇重大變故後的決定。</li></ul>,❌ 搭配錯：「〜ないつもりだ」語氣較柔，不帶決心意味。
動詞ます形去掉ます＋まい（五段動詞）,表示「不再～」「不會～」，強烈否定意志。<br><br>🧠 文法解析：<br><ul><li><div><b> あんな めんどうな ことは</b></div><ul><li><div><b> めんどうな</b>：麻煩的。</div></li><li><div><b> こと</b>：事情。</div></li></ul></li><li><div><b> もう 二度[にど]と</b></div><ul><li><div><b> 二度[にど]と</b>：絕不再。</div></li></ul></li></li><li><div><b> しまい。</b></div><ul><li><div><b> し</b>：動詞「する」的連用形（ます形語幹）。</div></li><li><div><b>まい</b>：與「する」的連用形結合形成「しまい」，表示否定意志。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> する</td><td>做</td></tr><tr><td>否定</td><td> しない</td><td>不做</td></tr><tr><td>過去</td><td> した</td><td>做了</td></tr><tr><td>過去否定</td><td> しなかった</td><td>沒做過</td></tr><tr><td>て形</td><td> して</td><td>做（後）</td></tr><tr><td>意向形</td><td> しよう</td><td>做吧</td></tr></table>,あんな めんどうな ことは もう 二度[にど]と しまい。,那種麻煩事我不會再做了。<br><br>🧾 單字速記：<br><ul><li><b> めんどうな</b>：麻煩的</li><li><b> 二度[にど]と</b>：絕不再</li><li><b> しまい</b>：絕不做</li></ul>,五段動詞如「する→しまい」「行く→行くまい」，有時口語省略主語。<br><br>📝 語感補充：<br><ul><li><b>縮約的決心</b>：將「するまい」變為「しまい」是常見的變體，語氣同樣堅決且帶有一種「夠了、到此為止」的斷然感。</li><li><b>使用場景</b>：處理完棘手工作後的感嘆、對某種不愉快經驗的斷絕。</li></ul>,❌ 用法錯：「しない」僅為單純否定，無決心語氣。
動詞基本形＋まい,表示「不想～」或「不會對～說／做～」，常用於自我抑制。<br><br>🧠 文法解析：<br><ul><li><div><b> 君[きみ]には</b></div><ul><li><div><b> 君[きみ]</b>：你。</div></li></ul></li><li><div><b> 何[なに]も</b></div><ul><li><div><b> 何[なに]も</b>：什麼都（不）。</div></li></ul></li><li><div><b> 言[い]うまい。</b></div><ul><li><div><b> 言[い]う</b>：動詞，「說」。</div></li><li><div><b>まい</b>：否定意志。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  言[い]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 言[い]う</td><td>說</td></tr><tr><td>否定</td><td> 言[い]わない</td><td>不說</td></tr><tr><td>過去</td><td> 言[い]った</td><td>說了</td></tr><tr><td>過去否定</td><td> 言[い]わなかった</td><td>沒說過</td></tr><tr><td>て形</td><td> 言[い]って</td><td>說（後）</td></tr><tr><td>意向形</td><td> 言[い]おう</td><td>說吧</td></tr></tbody></table>,君[きみ]には 何[なに]も 言[い]うまい。,我什麼都不想對你說。<br><br>🧾 單字速記：<br><ul><li><b> 君[きみ]</b>：你</li><li><b> 言[い]う</b>：說</li></ul>,「〜まい」語氣比「〜ない」更冷淡、有距離感。<br><br>📝 語感補充：<br><ul><li><b>沈默的拒絕</b>：表達出一種刻意保持距離、不願進一步溝通的冷峻態度。</li><li><b>使用場景</b>：吵架後的絕交宣告、對不信任者的回應、心理戰對白。</li></ul>,❌ 搭配錯：「言わない」語氣較普通，不帶內心強烈對比。
動詞可能形＋まい,表示「應該不會～吧」「不可能～」，用於推測他人理解或能力。<br><br>🧠 文法解析：<br><ul><li><div><b> 君[きみ]には</b></div><ul><li><div><b> 君[きみ]</b>：你。</div></li></ul></li><li><div><b> その 問題[もんだい]は</b></div><ul><li><div><b> 問題[もんだい]</b>：問題。</div></li></ul></li><li><div><b> わかるまい。</b></div><ul><li><div><b> わかる</b>：動詞，「懂、明白」。</div></li><li><div><b>まい</b>：否定推測（不可能...吧）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  わかる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> わかる</td><td>明白</td></tr><tr><td>否定</td><td> わからない</td><td>不明白</td></tr><tr><td>過去</td><td> わかった</td><td>明白了</td></tr><tr><td>過去否定</td><td> わからなかった</td><td>沒明白過</td></tr><tr><td>て形</td><td> わかって</td><td>明白（後）</td></tr><tr><td>意向形</td><td> わかろう</td><td>明白吧</td></tr></tbody></table>,君[きみ]には その 問題[もんだい]は わかるまい。,我想你不可能理解那個問題。<br><br>🧾 單字速記：<br><ul><li><b> わかる</b>：明白</li><li><b> わかるまい</b>：不可能懂吧</li></ul>,「〜まい」可接可能動詞或知覺動詞，語氣帶冷靜判斷。<br><br>📝 語感補充：<br><ul><li><b>斷定式的否定推測</b>：語氣中帶有一種高度的確信感，甚至有時會顯得有一點瞧不起對方或對現實的冷酷判斷。</li><li><b>使用場景</b>：推理小說中的斷言、嚴厲的批評、對難度的評估。</li></ul>,❌ 混用：「〜ないと思う」語氣偏主觀且不正式。
動詞使役形（〜せる／〜させる）,表示「讓～」「使～」，主語為使役者，受詞為被影響者。<br><br>🧠 文法解析：<br><ul><li><div><b> 仕事[しごと]に 失敗[しっぱい]して、</b></div><ul><li><div><b> 失敗[しっぱい]する</b>：失敗。</div></li><li><div><b>て形</b>：表示原因。</div></li></ul></li><li><div><b> 課長[かちょう]を</b></div><ul><li><div><b> 課長[かちょう]</b>：職位名。</div></li></ul></li><li><div><b> 怒[おこ]らせました。</b></div><ul><li><div><b> 怒[おこ]る</b>：動詞，「生氣」。</div></li><li><div><b> 怒[おこ]らせる</b>：使役形（讓...生氣）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  怒[おこ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 怒[おこ]る</td><td>生氣</td></tr><tr><td>否定</td><td> 怒[おこ]らない</td><td>不生氣</td></tr><tr><td>過去</td><td> 怒[おこ]った</td><td>生氣了</td></tr><tr><td>過去否定</td><td> 怒[おこ]らなかった</td><td>沒生氣過</td></tr><tr><td>て形</td><td> 怒[おこ]って</td><td>生氣（後）</td></tr><tr><td><b>使役形</b></td><td><b> 怒[おこ]らせる</b></td><td><b>讓生氣</b></td></tr></tbody></table>,仕事[しごと]に 失敗[しっぱい]して、 課長[かちょう]を 怒[おこ]らせました。,工作失敗，讓課長生氣了。<br><br>🧾 單字速記：<br><ul><li><b> 失敗[しっぱい]</b>：失敗</li><li><b> 課長[かちょう]</b>：課長</li><li><b> 怒[おこ]らせる</b>：讓...生氣</li></ul>,「怒る → 怒らせる」，使對方「處於某種情緒或狀態」。<br><br>📝 語感補充：<br><ul><li><b>感情使役</b>：這並非命令對方生氣，而是說話者的行為「導致」了對方產生某種情緒。主語通常是造成該情感原因的人或事。</li><li><b>使用場景</b>：道歉、檢討報告、描述人際關係間的衝突。</li></ul>,❌ 混用：「怒ってしまいました」是自己生氣，非使役用法。
動詞使役形（〜させる）,表示「讓～高興／讓～開心」，常用於正面情緒表達。<br><br>🧠 文法解析：<br><ul><li><div><b> プレゼントを して、</b></div><ul><li><div><b> プレゼント</b>：禮物。</div></li><li><div><b>する</b>：做。</div></li></ul></li><li><div><b> 父[ちち]を</b></div><ul><li><div><b> 父[ちち]</b>：父親。</div></li></ul></li><li><div><b> 喜[よろこ]ばせました。</b></div><ul><li><div><b> 喜[よろこ]ぶ</b>：動詞，「高興、喜悅」。</div></li><li><div><b> 喜[よろこ]ばせる</b>：使役形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  喜[よろこ]ぶ」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 喜[よろこ]ぶ</td><td>高興</td></tr><tr><td>否定</td><td> 喜[よろこ]ばない</td><td>不高興</td></tr><tr><td>過去</td><td> 喜[よろこ]んだ</td><td>高興了</td></tr><tr><td>過去否定</td><td> 喜[よろこ]ばなかった</td><td>沒高興過</td></tr><tr><td>て形</td><td> 喜[よろこ]んで</td><td>高興（後）</td></tr><tr><td><b>使役形</b></td><td><b> 喜[よろこ]ばせる</b></td><td><b>讓高興</b></td></tr></tbody></table>,プレゼントをして、 父[ちち]を 喜[よろこ]ばせました。,送禮物讓父親開心。<br><br>🧾 單字速記：<br><ul><li><b> 喜[よろこ]ばせる</b>：讓...高興</li></ul>,「喜ぶ → 喜ばせる」，常見於「人を〜させる」結構。<br><br>📝 語感補充：<br><ul><li><b>正面影響</b>：描述自己的行為給他人帶來了愉悅的心理效果。這是使役用法中較具溫情的一種。</li><li><b>使用場景</b>：分享喜悅、描述孝行、描述成功的活動效果。</li></ul>,❌ 搭配錯：「喜びました」是自己開心，不是讓別人開心。
動詞使役形（〜かせる）,表示「使～哭」，常用於負面情緒。<br><br>🧠 文法解析：<br><ul><li><div><b> 子供[こども]の とき、</b></div><ul><li><div><b> 子供</b>：小孩。</div></li></ul></li><li><div><b> よく 妹[いもうと]を</b></div><ul><li><div><b> よく</b>：經常。</div></li><li><div><b> 妹[いもうと]</b>：妹妹。</div></li></ul></li><li><div><b> 泣[な]かせました。</b></div><ul><li><div><b> 泣[な]く</b>：動詞，「哭」。</div></li><li><div><b> 泣[な]かせる</b>：使役形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  泣[な]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 泣[な]く</td><td>哭</td></tr><tr><td>否定</td><td> 泣[な]かない</td><td>不哭</td></tr><tr><td>過去</td><td> 泣[な]いた</td><td>哭了</td></tr><tr><td>過去否定</td><td> 泣[な]かなかった</td><td>沒哭過</td></tr><tr><td>て形</td><td> 泣[な]いて</td><td>哭（後）</td></tr><tr><td><b>使役形</b></td><td><b> 泣[な]かせる</b></td><td><b>讓哭</b></td></tr></tbody></table>,子供[こども]の とき、 よく 妹[いもう度]を 泣[な]かせました。,小時候常常惹妹妹哭。<br><br>🧾 單字速記：<br><ul><li><b> 泣[な]かせる</b>：弄哭</li></ul>,「泣く → 泣かせる」，屬於典型使役動詞變化。<br><br>📝 語感補充：<br><ul><li><b>行為的後果</b>：通常指說話者做了某事（如欺負、開玩笑）導致對方哭泣。在回憶童年或反省行為時常用。</li><li><b>使用場景</b>：童年回憶、道歉、戲劇化的情感描述。</li></ul>,❌ 搭配錯：「泣きました」是自己哭，非使役。
動詞使役形（〜させる）,表示「讓～擔心」，用於造成心理感受。<br><br>🧠 文法解析：<br><ul><li><div><b> 私[わたし]は 病気[びょうき]を して、</b></div><ul><li><div><b> 病気[びょうき]</b>：生病。</div></li></ul></li><li><div><b> 親[おや]を</b></div><ul><li><div><b> 親[おや]</b>：父母。</div></li></ul></li><li><div><b> 心配[しんぱい] させました。</b></div><ul><li><div><b> 心配[しんぱい]する</b>：擔心。</div></li><li><div><b> 心配[しんぱい] させる</b>：使役形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  心配[しんぱい]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 心配[しんぱい]する</td><td>擔心</td></tr><tr><td>否定</td><td> 心配[しんぱい]しない</td><td>不擔心</td></tr><tr><td>過去</td><td> 心配[しんぱい]した</td><td>擔心了</td></tr><tr><td>過去否定</td><td> 心配[しんぱい]しなかった</td><td>沒擔心過</td></tr><tr><td>て形</td><td> 心配[しんぱい]して</td><td>擔心（後）</td></tr><tr><td><b>使役形</b></td><td><b> 心配[しんぱい]させる</b></td><td><b>讓擔心</b></td></tr></tbody></table>,私[わたし]は 病気[びょうき]をして、 親[おや]を 心配[しんぱい]させました。,我生病讓父母擔心了。<br><br>🧾 單字速記：<br><ul><li><b> 心配[しんぱい]させる</b>：讓...擔心</li></ul>,「心配する → 心配させる」是複合動詞的使役形式。<br><br>📝 語感補充：<br><ul><li><b>心理負擔的轉嫁</b>：描述自己的負面狀況（如生病、失敗）讓愛護自己的人也承受了心理上的負擔。常帶有歉意。</li><li><b>使用場景</b>：病後慰問的回報、對父母的道歉、解釋目前的困境。</li></ul>,❌ 誤用：「心配しました」語意不同，是自己擔心。
動詞使役形（〜させる）,表示「讓～驚訝」，用於意外或令人震驚的情緒。<br><br>🧠 文法解析：<br><ul><li><div><b> 太郎[たろう]君[くん]は</b></div><ul><li><div><b> 太郎[たろう]君[くん]</b>：人名。</div></li></ul></li><li><div><b> オリンピックの 選手[せんしゅ]に なって、</b></div><ul><li><div><b> オリンピック</b>：奧運。</div></li><li><div><b> 選手[せんしゅ]</b>：選手。</div></li><li><div><b>なる</b>：動詞，「成為」。</div></li></ul></li><li><div><b> 両親[りょうしん]を</b></div><ul><li><div><b> 両親[りょうしん]</b>：父母。</div></li></ul></li><li><div><b> 驚[びっ]くり させました。</b></div><ul><li><div><b> 驚[びっ]くり する</b>：驚訝。</div></li><li><div><b> 驚[びっ]くり させる</b>：使役形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  驚[びっ]くり する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 驚[びっ]くり する</td><td>驚訝</td></tr><tr><td>否定</td><td> 驚[びっ]くり しない</td><td>不驚訝</td></tr><tr><td>過去</td><td> 驚[びっ]くり した</td><td>驚訝了</td></tr><tr><td>過去否定</td><td> 驚[びっ]くり しなかった</td><td>沒驚訝過</td></tr><tr><td>て形</td><td> 驚[びっ]くり して</td><td>驚訝（後）</td></tr><tr><td><b>使役形</b></td><td><b> 驚[びっ]くり させる</b></td><td><b>讓驚訝</b></td></tr></tbody></table>,太郎[たろう]君[くん]は オリンピックの 選手[せんしゅ]に なって、 両親[りょうしん]を びっくりさせました。,太郎成為奧運選手，讓父母驚訝不已。<br><br>🧾 單字速記：<br><ul><li><b> 選手[せんしゅ]</b>：選手</li><li><b> 両親[りょうしん]</b>：父母</li><li><b> びっくりさせる</b>：讓...驚訝</li></ul>,「びっくりする → びっくりさせる」常見於感情使役句。<br><br>📝 語感補充：<br><ul><li><b>成就帶來的震撼</b>：主語（太郎）的成功作為原因，導致受詞（兩親）產生強烈的驚訝情感。</li><li><b>使用場景</b>：報導好消息、描述驚人的成就、意外事件的結果。</li></ul>,❌ 搭配錯：「びっくりしました」主語錯，非使役用法。
動詞普通形,用於對比，表事實敘述非使役句。<br><br>🧠 文法解析：<br><ul><li><div><b> 妹[いもうと]は</b></div><ul><li><div><b> 妹[いもう度]</b>：名詞，「妹妹」。</div></li></ul></li><li><div><b> 結婚[けっこん]して、</b></div><ul><li><div><b> 結婚[けっこん]する</b>：動詞，「結婚」。</div></li><li><div><b>て形</b>：連接動作。</div></li></ul></li><li><div><b> 今[いま]は</b></div><ul><li><div><b> 今[いま]</b>：現在。</div></li></ul></li><li><div><b> 二人[ふたり]の 子[こ]の</b></div><ul><li><div><b> 子[こ]</b>：孩子。</div></li></ul></li><li><div><b> 母親[ははおや]です。</b></div><ul><li><div><b> 母親[ははおや]</b>：名詞，「母親」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  結婚[けっこん]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 結婚[けっこん]する</td><td>結婚</td></tr><tr><td>否定</td><td> 結婚[けっこん]しない</td><td>不結婚</td></tr><tr><td>過去</td><td> 結婚[けっこん]した</td><td>結婚了</td></tr><tr><td>過去否定</td><td> 結婚[けっこん]しなかった</td><td>沒結婚過</td></tr><tr><td><b>て形</b></td><td><b> 結婚[けっこん]して</b></td><td><b>結婚（後）</b></td></tr><tr><td>意向形</td><td> 結婚[けっこん]しよう</td><td>結婚吧</td></tr></tbody></table>,妹[いもうと]は 結婚[けっこん]して、 今[いま]は 二人[ふたり]の 子[こ]の 母親[ははおや]です。,妹結婚了，現在是兩個孩子的母親。<br><br>🧾 單字速記：<br><ul><li><b> 母親[ははおや]</b>：母親</li><li><b> 結婚[けっこん]する</b>：結婚</li></ul>,非使役句，用於結尾敘述事實（補充對比用）。<br><br>📝 語感補充：<br><ul><li><b>單純事實的陳述</b>：對比使役句（讓某人做某事），此句只是客觀描述妹妹目前的狀態。</li><li><b>使用場景</b>：家庭狀況介紹、介紹親友近況。</li></ul>,❌ 切勿誤加「させる」，否則變成「強迫結婚」的意思。
