Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
動詞ます形語幹＋たがっていた,過去時的想要狀態。<br><br>🧠 文法解析：<br><ul><li><div><b> 祖母[そぼ]は</b></div><ul><li><div><b> 祖母[そぼ]</b>：祖母。</div></li></ul></li><li><div><b> 孫[まご]たちの 運動会[うんどうかい]を</b></div><ul><li><div><b> 孫[まご]</b>：孫子。</div></li><li><div><b> 運動会[うんどうかい]</b>：運動會。</div></li></ul></li><li><div><b> 見[み]たがって いたが、</b></div><ul><li><div><b> 見[み]る</b>：看。</div></li><li><div><b> 見[み]たい</b>：想看。</div></li><li><div><b> 見[み]たがる</b>：表現想看。</div></li><li><div><b> 見[み]たがって いた</b>：過去持續表現想看。</div></li><li><div><b>が</b>：接續助詞，表示轉折。</div></li></ul></li><li><div><b> 先月[せんげつ] 亡[な]くなって しまった。</b></div><ul><li><div><b> 亡[な]くなる</b>：過世。</div></li><li><div><b>〜て しまった</b>：遺憾。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  見[み]る」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 見[み]る</td><td>看</td></tr><tr><td>否定</td><td> 見[み]ない</td><td>不看</td></tr><tr><td>過去</td><td> 見[み]た</td><td>看了</td></tr><tr><td>過去否定</td><td> 見[み]なかった</td><td>沒看過</td></tr><tr><td>て形</td><td> 見[み]て</td><td>看（後）</td></tr><tr><td><b>意向形</b></td><td><b> 見[み]たがる</b></td><td><b>想要看 (本句使用 過去進行式 見たがっていた)</b></td></tr></tbody></table>,祖母[そぼ]は 孫[まご]たちの 運動会[うんどうかい]を 見[み]たがっていたが、 先月[せんげつ]亡[な]くなってしまった。,祖母很想看孫子的運動會，但上個月過世了。<br><br>🧾 單字速記：<br><ul><li><b> 孫[まご]</b>：孫子</li><li><b> 運動会[うんどうかい]</b>：運動會</li><li><b> 亡[な]くなる</b>：過世</li></ul>,強調「有這個願望但無法達成」。<br><br>📝 語感補充：<br><ul><li><b>未竟之志的哀悼</b>：使用過去進行式「〜たがっていた」，生動地描繪出祖母生前那種外顯的、眾人皆知的強烈願望，使得後來的過世更顯遺憾。</li><li><b>使用場景</b>：追憶往事、描述未完成的計畫、對故人的懷念。</li></ul>,❌ 忘記用過去進行「〜たがっていた」會失去語氣。
動詞ます形語幹＋たがっている（群體）,表示多數人都有想做某事的傾向。<br><br>🧠 文法解析：<br><ul><li><div><b> この アパートに</b></div><ul><li><div><b> アパート</b>：名詞，「公寓」。</div></li></ul></li><li><div><b> 住[す]みたがっている</b></div><ul><li><div><b> 住[す]む</b>：動詞，「居住」。</div></li><li><div><b> 住[す]みたい</b>：想住。</div></li><li><div><b> 住[す]みたがる</b>：表現想住。</div></li><li><div><b> 住[す]みたがっている</b>：正表現想住。</div></li></ul></li><li><div><b> 学生[がくせい]が 多[おお]い。</b></div><ul><li><div><b> 学生</b>：學生。</div></li><li><div><b> 多[おお]い</b>：多的。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  住[す]む」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 住[す]む</td><td>居住</td></tr><tr><td>否定</td><td> 住[す]まない</td><td>不居住</td></tr><tr><td>過去</td><td> 住[す]んだ</td><td>居住了</td></tr><tr><td>過去否定</td><td> 住[す]まなかった</td><td>沒居住過</td></tr><tr><td>て形</td><td> 住[す]んで</td><td>居住（後）</td></tr><tr><td><b>意向形</b></td><td><b> 住[す]みたがる</b></td><td><b>想要住 (本句使用 進行式 住みたがっている)</b></td></tr></tbody></table>,このアパートに 住[す]みたがっている 学生[がくせい]が 多[おお]い。,想搬進這棟大樓的學生很多。<br><br>🧾 單字速記：<br><ul><li><b> アパート</b>：公寓</li><li><b> 住[す]みたがっている</b>：想住(多數人傾向)</li><li><b> 学生[がくせい]</b>：學生</li></ul>,適用於統計、觀察、調查語境。<br><br>📝 語感補充：<br><ul><li><b>趨勢的客觀描述</b>：當「〜たがっている」修飾一個群體（如學生）時，表示這是一種普遍觀察到的趨勢或高人氣狀態。</li><li><b>使用場景</b>：市場熱度分析、社會趨勢調查、描述受歡迎的事物。</li></ul>,❌ 誤解「住みたいです」→ 個人願望，不同概念。
動詞て形＋ほしい,希望對方「做～」。說話者對他人行為的期待或請求。<br><br>🧠 文法解析：<br><ul><li><div><b> まじめに</b></div><ul><li><div><b> まじめに</b>：副詞，「認真地」。</div></li></ul></li><li><div><b> 勉強[べんきゅう] して</b></div><ul><li><div><b> 勉強[べんきゅう] する</b>：動詞，「學習」。</div></li><li><div><b>て形</b>：して。</div></li></ul></li><li><div><b> ほしいです。</b></div><ul><li><div><b> ほしい</b>：希望。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  勉強[べんきゅう]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 勉強[べんきゅう]する</td><td>學習</td></tr><tr><td>否定</td><td> 勉強[べんきゅう]しない</td><td>不學習</td></tr><tr><td>過去</td><td> 勉強[べんきゅう]した</td><td>學習了</td></tr><tr><td>過去否定</td><td> 勉強[べんきゅう]しなかった</td><td>沒學習過</td></tr><tr><td><b>て形</b></td><td><b> 勉強[べんきゅう]して</b></td><td><b>學習（後） (本句使用 してほしい)</b></td></tr><tr><td>意向形</td><td> 勉強[べんきゅう]しよう</td><td>學習吧</td></tr></tbody></table>,まじめに 勉強[べんきゅう]して ほしいです。,希望你認真讀書。<br><br>🧾 單字速記：<br><ul><li><b> まじめに</b>：認真地</li><li><b> 勉強[べんきゅう]して ほしい</b>：希望(你)讀書</li></ul>,可用於直接願望或柔和請求。<br><br>📝 語感補充：<br><ul><li><b>期待的投射</b>：這是一個主觀願望句，表達了「我希望你...」的心情。雖然禮貌，但因為直接指向對方的行為，所以對上司使用時要小心。</li><li><b>使用場景</b>：家長對孩子、老師對學生、朋友間的相互期許。</li></ul>,❌ 對上司使用可能失禮（語氣太直接）。
動詞て形＋ほしい,希望某「狀態變好」或「結果達成」。<br><br>🧠 文法解析：<br><ul><li><div><b> 早[はや]く</b></div><ul><li><div><b> 早[はや]く</b>：快地。</div></li></ul></li><li><div><b> 景気[けいき]が</b></div><ul><li><div><b> 景気[けいき]</b>：經濟景氣。</div></li></ul></li><li><div><b> よく なって</b></div><ul><li><div><b> いい</b>：好。</div></li><li><div><b> なる</b>：變。</div></li><li><div><b> よく なる</b>：變好。</div></li><li><div><b> なって</b>：て形。</div></li></ul></li><li><div><b> ほしいです。</b></div><ul><li><div><b> ほしい</b>：希望。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  なる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> なる</td><td>變成</td></tr><tr><td>否定</td><td> ならない</td><td>不變成</td></tr><tr><td>過去</td><td> なった</td><td>變成了</td></tr><tr><td>過去否定</td><td> ならなかった</td><td>沒變成過</td></tr><tr><td><b>て形</b></td><td><b> なって</b></td><td><b>變成（後） (本句使用 なってほしい)</b></td></tr><tr><td>意向形</td><td> なろう</td><td>變成吧</td></tr></tbody></table>,早[はや]く 景気[けいき]が よくなって ほしいです。,希望景氣快點變好。<br><br>🧾 單字速記：<br><ul><li><b> 景気[けいき]</b>：經濟景氣</li><li><b> よくなって ほしい</b>：希望變好</li></ul>,動詞自動詞也可用（景氣變好＝自動詞）。<br><br>📝 語感補充：<br><ul><li><b>對宏觀環境的祈願</b>：當對象是非人稱的自然現象或社會狀況時，「てほしい」表達的是一種純粹的祈禱或強烈的願望。</li><li><b>使用場景</b>：新聞評論、對未來的展望、社會議題的討論。</li></ul>,❌ 不可用於描述自己行為（× 私は休んでほしい）。
動詞て形＋ほしい,希望「事件一發生後馬上通知」。<br><br>🧠 文法解析：<br><ul><li><div><b> スケジュールが</b></div><ul><li><div><b> スケジュール</b>：日程、計畫。</div></li></ul></li><li><div><b> 決[き]まったら、</b></div><ul><li><div><b> 決[き]まる</b>：動詞，「決定」。</div></li><li><div><b>〜たら</b>：如果、一旦。</div></li></ul></li><li><div><b> すぐ</b></div><ul><li><div><b> すぐ</b>：立刻。</div></li></ul></li><li><div><b> 知[し]らせて ほしいです。</b></div><ul><li><div><b> 知[し]らせる</b>：通知。</div></li><li><div><b> ほしい</b>：希望。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  知[し]らせる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 知[し]らせる</td><td>通知</td></tr><tr><td>否定</td><td> 知[し]らせない</td><td>不通知</td></tr><tr><td>過去</td><td> 知[し]らせた</td><td>通知了</td></tr><tr><td>過去否定</td><td> 知[し]らせなかった</td><td>沒通知過</td></tr><tr><td><b>て形</b></td><td><b> 知[し]らせて</b></td><td><b>通知（後） (本句使用 知らせてほしい)</b></td></tr><tr><td>意向形</td><td> 知[し]らせよう</td><td>通知吧</td></tr></tbody></table>,スケジュールが 決[き]まったら、 すぐ 知[し]らせて ほしいです。,行程確定後，希望馬上通知我。<br><br>🧾 單字速記：<br><ul><li><b> スケジュール</b>：日程</li><li><b> 知[し]らせて ほしい</b>：希望(你)通知我</li></ul>,「〜たら〜てほしい」結構常用於具體要求。<br><br>📝 語感補充：<br><ul><li><b>業務上的協作要求</b>：在合作或計畫中，明確表達對他人資訊同步的期待。語氣積極且目標導向。</li><li><b>使用場景</b>：工作溝通、約會安排、專案進度追蹤。</li></ul>,❌ 誤用「知らせたい」→變成自己想通知對方。
動詞て形＋ほしい,希望某人來做某事（拜託性質強）。<br><br>🧠 文法解析：<br><ul><li><div><b> ぜひ 一度[いちど]、</b></div><ul><li><div><b> ぜひ</b>：務必。</div></li><li><div><b> 一度[いちど]</b>：一次。</div></li></ul></li><li><div><b> 両親[りょうしん]に</b></div><ul><li><div><b> 両親[りょうしん]</b>：名詞，「父母」。</div></li><li><div><b>に</b>：標示行為的主體（希望...做）。</div></li></ul></li><li><div><b> 日本[にほん]に 遊[あそ]びに 来[き]て</b></div><ul><li><div><b> 遊[あそ]び</b>：遊玩。</div></li><li><div><b> 来[き]る</b>：來。</div></li></ul></li><li><div><b> ほしい。</b></div><ul><li><div><b> ほしい</b>：希望。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  来[き]る」為例 → <b>カ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 来[く]る</td><td>來</td></tr><tr><td>否定</td><td> 来[こ]ない</td><td>不來</td></tr><tr><td>過去</td><td> 来[き]た</td><td>來了</td></tr><tr><td>過去否定</td><td> 来[こ]なかった</td><td>沒來過</td></tr><tr><td>て形</td><td> 来[き]て</td><td>來（後）</td></tr><tr><td><b>意向形</b></td><td><b> 来[こ]よう</b></td><td><b>來吧 (本句使用 提示希望 來てほしい)</b></td></tr></tbody></table>,ぜひ 一度[いちど]、 両親[りょうしん]に 日本[にほん]に 遊[あそ]びに 来[き]て ほしい。,希望父母一定要來日本玩一次。<br><br>🧾 單字速記：<br><ul><li><b> 遊[あそ]びに 来[き]る</b>：來玩</li><li><b> ぜひ</b>：務必</li></ul>,「ぜひ」「どうしても」可增強願望。<br><br>📝 語感補充：<br><ul><li><b>熱切的邀約</b>：透過「ぜひ」與「てほしい」的組合，展現出強烈的個人情感與誠摯的邀請。</li><li><b>使用場景</b>：家庭談話、對親友的邀請、表達對團聚的渴望。</li></ul>,❌ 過強語氣可能顯得強迫。
動詞て形＋ほしい,希望別人「糾正、指導」。<br><br>🧠 文法解析：<br><ul><li><div><b> 私[わたし]が 日本語[にほんご]を 間違[まちが]えたら、</b></div><ul><li><div><b> 間違[まちが]える</b>：動詞，「搞錯、弄錯」。</div></li><li><div><b>〜たら</b>：如果。</div></li></ul></li><li><div><b> いつでも 直[なお]して ほしいです。</b></div><ul><li><div><b> 直[なお]す</b>：動詞，「修理、修改、糾正」。</div></li><li><div><b> ほしい</b>：希望。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  直[なお]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 直[なお]す</td><td>糾正</td></tr><tr><td>否定</td><td> 直[なお]さない</td><td>不糾正</td></tr><tr><td>過去</td><td> 直[なお]した</td><td>糾正了</td></tr><tr><td>過去否定</td><td> 直[なお]さなかった</td><td>沒糾正過</td></tr><tr><td>て形</td><td> 直[なお]して</td><td>糾正（後）</td></tr><tr><td><b>意向形</b></td><td><b> 直[なお]そう</b></td><td><b>糾正吧 (本句使用 直してほしい)</b></td></tr></tbody></table>,私[わたし]が 日本語[にほんご]を 間違[まちが]えたら、 いつでも 直[なお]して ほしいです。,要是我講錯，希望你隨時糾正我。<br><br>🧾 單字速記：<br><ul><li><b> 間違[まちが]える</b>：弄錯</li><li><b> 直[なお]す</b>：糾正</li></ul>,常用於學習情境，禮貌自然。<br><br>📝 語感補充：<br><ul><li><b>學習的開放心態</b>：表達出希望從錯誤中學習的積極態度。這是一種非常實用的學習者用語。</li><li><b>使用場景</b>：語言交換、課堂請益、向同事請教。</li></ul>,❌ 誤用「直したい」→主語變成自己想修正。
動詞て形＋ほしい,句子主體為「我希望你教我的是～」。<br><br>🧠 文法解析：<br><ul><li><div><b> あなたに 教[おし]えて ほしいのは</b></div><ul><li><div><b> 教[おし]える</b>：動詞，「教、告知」。</div></li><li><div><b> ほしい</b>：希望。</div></li><li><div><b>のは</b>：強調後方的內容。</div></li></ul></li><li><div><b> そこの ところ です。</b></div><ul><li><div><b> ところ</b>：部分、地方。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  教[おし]える」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 教[おし]える</td><td>教、告知</td></tr><tr><td>否定</td><td> 教[おし]えない</td><td>不教</td></tr><tr><td>過去</td><td> 教[おし]えた</td><td>教了</td></tr><tr><td>過去否定</td><td> 教[おし]えなかった</td><td>沒教過</td></tr><tr><td>て形</td><td> 教[おし]えて</td><td>教（後）</td></tr><tr><td><b>意向形</b></td><td><b> 教[おし]えよう</b></td><td><b>教吧 (本句使用 教えてほしい)</b></td></tr></tbody></table>,あなたに 教[おし]えて ほしいのは そこの ところです。,希望你教我的是那個部分。<br><br>🧾 單字速記：<br><ul><li><b> ところ</b>：部分、地方</li><li><b> 教[おし]える</b>：教</li></ul>,「〜てほしいのは〜」結構可用於明確指出需求。<br><br>📝 語感補充：<br><ul><li><b>精確的需求指出</b>：透過名詞化結構「のは」，將「我希望你做的事」作為主題，並將後面的內容作為答案給出。語氣非常明確。</li><li><b>使用場景</b>：技術指導、精確的學習提問。</li></ul>,❌ 忽略主語「あなたに」可能造成意思不明。
命令形＋と 言われました,表示「被人命令／要求做某事」。常用於轉述他人命令。<br><br>🧠 文法解析：<br><ul><li><div><b> 先生[せんせい]に</b></div><ul><li><div><b> 先生</b>：名詞，「老師」。</div></li><li><div><b>に</b>：標示命令的發出者。</div></li></ul></li><li><div><b> 早[はや]く 帰[かえ]れ と</b></div><ul><li><div><b> 帰[かえ]る</b>：動詞。</div></li><li><div><b> 帰[かえ]れ</b>：命令形。</div></li><li><div><b>と</b>：引用。</div></li></ul></li><li><div><b> 注意[ちゅうい] されました。</b></div><ul><li><div><b> 注意[ちゅうい]する</b>：注意、叮嚀。</div></li><li><div><b>受身形</b>：注意される。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  帰[かえ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 帰[かえ]る</td><td>回</td></tr><tr><td>否定</td><td> 帰[かえ]らない</td><td>不回</td></tr><tr><td>過去</td><td> 帰[かえ]った</td><td>回了</td></tr><tr><td>過去否定</td><td> 帰[かえ]らなかった</td><td>沒回過</td></tr><tr><td>て形</td><td> 帰[かえ]って</td><td>回（後）</td></tr><tr><td><b>命令形</b></td><td><b> 帰[かえ]れ</b></td><td><b>給我回！</b></td></tr></tbody></table>,先生[せんせい]に 早[はや]く 帰[かえ]れ と 注意[ちゅうい]されました。,老師要我早點回家。<br><br>🧾 單字速記：<br><ul><li><b> 帰[かえ]れ</b>：快回去(命令)</li><li><b> 注意[ちゅうい]される</b>：被提醒/被警告</li></ul>,命令形：五段→え段、上一段→ろ、來る→こい、する→しろ。<br><br>📝 語感補充：<br><ul><li><b>強烈的語氣轉述</b>：使用命令形進行引用，即便後接「注意されました」，也能感受到當時老師說話的嚴厲程度與權威感。</li><li><b>使用場景</b>：回報上級指令、描述嚴厲的管教、回憶緊迫的命令。</li></ul>,❌ 不要誤用「帰ってと言われた」→語氣不同，不是命令。
命令形＋と 頼まれました,表示「被拜託做某事」，但語氣仍偏強。<br><br>🧠 文法解析：<br><ul><li><div><b> 父[ちち]に</b></div><ul><li><div><b> 父[ちち]</b>：父親。</div></li></ul></li><li><div><b> ビールを 買[か]ってこい と</b></div><ul><li><div><b> 買[か]う</b>：買。</div></li><li><div><b> くる</b>：來。</div></li><li><div><b> 買[か]って くる</b>：買回來。</div></li><li><div><b> 買[か]って こい</b>：命令形。</div></li></ul></li><li><div><b> 頼[たの]まれました。</b></div><ul><li><div><b> 頼[たの]む</b>：拜託。</div></li><li><div><b> 頼[たの]まれる</b>：被拜託。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  くる」為例 → <b>カ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> くる</td><td>來</td></tr><tr><td>否定</td><td> こない</td><td>不來</td></tr><tr><td>過去</td><td> きた</td><td>來了</td></tr><tr><td>過去否定</td><td> こなかった</td><td>沒來過</td></tr><tr><td>て形</td><td> きて</td><td>來（後）</td></tr><tr><td><b>命令形</b></td><td><b> こい</b></td><td><b>給我過來！ (本句使用 買ってこい)</b></td></tr></tbody></table>,父[ちち]に ビールを 買[か]ってこい と 頼[たの]まれました。,爸爸要我去買啤酒回來。<br><br>🧾 單字速記：<br><ul><li><b> 買ってこい</b>：去買回來(命令)</li><li><b> 頼[たの]まれる</b>：被要求/被拜託</li></ul>,「〜てこい」=「去～並回來」。<br><br>📝 語感補充：<br><ul><li><b>權威下的委託</b>：雖然使用了「頼まれました」（被拜託），但引用內容卻是命令形（こい），這反映了日本家庭中（尤其是父子間）那種帶有強烈命令色彩的「拜託」。</li><li><b>使用場景</b>：家庭瑣事分工、描寫頑固或威嚴的人。</li></ul>,❌ 過度禮貌時不自然。命令形本就帶權力語氣。
禁止形（〜するな）＋と 言われました,表示「被要求禁止做某事」。禁止命令。<br><br>🧠 文法解析：<br><ul><li><div><b> 医者[いしゃ]に</b></div><ul><li><div><b> 医者[いしゃ]</b>：醫生。</div></li></ul></li><li><div><b> たばこを 吸[す]うな と</b></div><ul><li><div><b> たばこ</b>：菸。</div></li><li><div><b> 吸[す]う</b>：動詞，「吸、抽」。</div></li><li><div><b> 吸[す]うな</b>：禁止形（不要抽！）。</div></li><li><div><b>と</b>：引用。</div></li></ul></li><li><div><b> 言[い]われました。</b></div><ul><li><div><b> 言[い]う</b>：說。</div></li><li><div><b> 言[い]われる</b>：被說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  吸[す]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 吸[す]う</td><td>抽</td></tr><tr><td>否定</td><td> 吸[す]わない</td><td>不抽</td></tr><tr><td>過去</td><td> 吸[す]った</td><td>抽了</td></tr><tr><td>過去否定</td><td> 吸[す]わなかった</td><td>沒抽過</td></tr><tr><td>て形</td><td> 吸[す]って</td><td>抽（後）</td></tr><tr><td><b>禁止形</b></td><td><b> 吸[す]うな</b></td><td><b>不要抽！</b></td></tr></tbody></table>,医者[いしゃ]に たばこを 吸[す]うな と 言[い]われました。,醫生叫我不要抽菸。<br><br>🧾 單字速記：<br><ul><li><b> たばこを 吸[す]う</b>：抽菸</li><li><b> 吸[す]うな</b>：不准抽(禁止)</li></ul>,禁止形：動詞原形＋な。強烈禁止。<br><br>📝 語感補充：<br><ul><li><b>專業的強制令</b>：使用禁止形「〜な」轉述醫囑，強調了該禁令的嚴肅性與不可違反性。雖然語氣強烈，但在涉及生命健康時非常寫實。</li><li><b>使用場景</b>：轉述醫囑、法律禁止事項、嚴厲的校規。</li></ul>,❌ 不可寫成 吸わないでと言われた → 變成較柔和請求。
命令形＋と 頼まれました,表示「被要求／被拜託做某事」。<br><br>🧠 文法解析：<br><ul><li><div><b> 友達[ともだち]に</b></div><ul><li><div><b> 友達[ともだち]</b>：朋友。</div></li></ul></li><li><div><b> 先生[せんせい]の メールを 教[おし]えろ と</b></div><ul><li><div><b> 教[おし]える</b>：告知、教。</div></li><li><div><b> 教[おし]えろ</b>：命令形。</div></li></ul></li><li><div><b> 頼[たo]まれました。</b></div><ul><li><div><b> 頼[たの]む</b>：拜託。</div></li><li><div><b> 頼[たの]まれる</b>：被拜託。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  教[おし]える」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 教[おし]える</td><td>告訴</td></tr><tr><td>否定</td><td> 教[おし]えない</td><td>不告訴</td></tr><tr><td>過去</td><td> 教[おし]えた</td><td>告訴了</td></tr><tr><td>過去否定</td><td> 教[おし]えなかった</td><td>沒告訴過</td></tr><tr><td>て形</td><td> 教[おし]えて</td><td>告訴（後）</td></tr><tr><td><b>命令形</b></td><td><b> 教[おし]えろ</b></td><td><b>給我告訴他！</b></td></tr></tbody></table>,友達[ともだち]に 先生[せんせい]の メールを 教[おし]えろ と 頼[たの]まれました。,朋友要我把老師的 Email 告訴他。<br><br>🧾 單字速記：<br><ul><li><b> 教[おし]えろ</b>：快說(命令)</li><li><b> 頼[たの]まれる</b>：被拜託</li></ul>,五段動詞「教える」→命令形「教えろ」。<br><br>📝 語感補充：<br><ul><li><b>不對稱的拜託</b>：雖然用「頼まれました」，但內容卻是命令形，這在熟識的朋友間常帶有一種「強行索取」或「半開玩笑的強迫」語氣。</li><li><b>使用場景</b>：轉述損友的無理要求、描述緊急且強勢的請求。</li></ul>,❌ 誤用「教えてと言われた」→語氣弱，不是命令。
